UUID,LABEL,CASSR_CODE,CASSR_NAME,Time_Period_Desc,Indicator_Desc,Characteristic_Parent,Characteristic_Child,AGE_CATEGORY,Value
96222,2015/2016,511,Nottinghamshire,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,607,Norfolk,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,607,Norfolk,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,607,Norfolk,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,607,Norfolk,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,607,Norfolk,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,607,Norfolk,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,607,Norfolk,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,607,Norfolk,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,607,Norfolk,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,607,Norfolk,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,607,Norfolk,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,607,Norfolk,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,607,Norfolk,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,213490.83
92202,2015/2016,607,Norfolk,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,607,Norfolk,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,248342.18
92212,2015/2016,607,Norfolk,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,607,Norfolk,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,34851.35
92222,2015/2016,607,Norfolk,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,607,Norfolk,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,607,Norfolk,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,607,Norfolk,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,607,Norfolk,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92261,2014/2015,607,Norfolk,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,607,Norfolk,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,607,Norfolk,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,616,Reading UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,616,Reading UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,616,Reading UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,616,Reading UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,616,Reading UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,616,Reading UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,616,Reading UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,616,Reading UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,616,Reading UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,616,Reading UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,616,Reading UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,616,Reading UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,616,Reading UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,209634
92202,2015/2016,616,Reading UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,616,Reading UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,195185
92212,2015/2016,616,Reading UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,616,Reading UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,616,Reading UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,616,Reading UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,616,Reading UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,616,Reading UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,616,Reading UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,113441
92261,2014/2015,616,Reading UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,616,Reading UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,616,Reading UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,617,Slough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,617,Slough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,617,Slough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,617,Slough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,617,Slough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,617,Slough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,617,Slough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,617,Slough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,617,Slough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,617,Slough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,617,Slough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,617,Slough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,617,Slough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92202,2015/2016,617,Slough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,617,Slough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92212,2015/2016,617,Slough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,617,Slough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,617,Slough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,617,Slough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,617,Slough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,617,Slough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,617,Slough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92261,2014/2015,617,Slough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,617,Slough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,617,Slough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,620,Essex,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,620,Essex,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,620,Essex,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,620,Essex,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,620,Essex,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,51708.93
92122,2015/2016,620,Essex,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,620,Essex,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,620,Essex,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,620,Essex,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,620,Essex,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,620,Essex,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,620,Essex,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,620,Essex,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,9596715.04
92202,2015/2016,620,Essex,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,620,Essex,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,4255260.1
92212,2015/2016,620,Essex,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,620,Essex,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,4443491.07
92222,2015/2016,620,Essex,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,620,Essex,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,620,Essex,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,620,Essex,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,9873639.68
92251,2014/2015,620,Essex,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,4297445.6
92261,2014/2015,620,Essex,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,4443491.07
92271,2014/2015,620,Essex,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,620,Essex,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,621,Southend-on-Sea UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,621,Southend-on-Sea UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,621,Southend-on-Sea UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,621,Southend-on-Sea UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,621,Southend-on-Sea UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,621,Southend-on-Sea UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,621,Southend-on-Sea UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1996561.1
92202,2015/2016,621,Southend-on-Sea UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,110672.54
92211,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,619143.78
92212,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1458194.5
92222,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,621,Southend-on-Sea UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,621,Southend-on-Sea UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,2668088.8
92251,2014/2015,621,Southend-on-Sea UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,746955.8
92261,2014/2015,621,Southend-on-Sea UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1491052.6
92271,2014/2015,621,Southend-on-Sea UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,621,Southend-on-Sea UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,622,Thurrock UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,622,Thurrock UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,622,Thurrock UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,622,Thurrock UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,622,Thurrock UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,622,Thurrock UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
