,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Long term,Age 65 and over,Learning disability support,Residential,Gross total cost: provision by others,487.04,3136,1307,320.4,1031,4283,743,500,694,240,594,2209.49,536,352,706,226,3672,1469,498.83,1887,1283,1077,1078,811.82,753,416.1,762,362,201,463,951,368,444,315,335,98,483.07,104,553,766.1,1017,85,823.61,112.33,159,1838.75,195,306,435.42,498,1980,8442.82,255.39,1659.29,965,600.47,894,1132,3329,1550,688,2433,2844.41,521,3929,3187,2540,772,2307,2198.9,38,2766.76,1239,9533,5592.97,2357,2639.04,769,1778,192.27,336,1107.13,1045.1,0,353,890.6,11313,886.12,391,2742,472.24,922,83,323.88,1091.34,865.03,958,805,1277,1343,1163.41,2344.84,1424.26,2389,806,23,181,1843.77,1385,1442,982,6047.97,937.64,1285,1420.03,1598,1156,1438.23,1899.55,0,905,1393.88,2416,2808,1774,2047,491.43,17963.76,5218,225,357,91.8,3873,915,0,4855,2085,3807,1641,8831,1602,2321.07,1668,1761,0,1165,3792,1646.62,4657,3699,1411,712.2
Long term,Age 65 and over,Learning disability support,Residential,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,260.37,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Residential,Gross total cost: total expenditure,763.92,4271,1307,320.4,1031,4575,743,500,694,240,594,2209.49,536,352,1352,346,3688,1469,498.83,1887,1382,1077,1522,1514.39,753,416.1,999,430,201,463,1065,368,444,315,335,98,483.07,120,553,766.1,1017,85,942.81,112.33,177,1879.51,538,306,435.42,498,1980,8442.82,345.79,1659.29,965,600.47,894,1336,4057,1777,688,2774,2880.6,805,3929,3187,3316,892,2435,2248.9,38,2937.65,1815,9533,5592.97,2398,2639.04,769,1778,192.27,336,1107.13,1045.1,0,613,891.14,11313,886.12,391,2860,472.24,1162,108,323.88,1091.34,865.03,996.9,805,1277,1343,1163.41,2344.84,1439.63,2389,846,23,460.52,1843.77,1385,1442,1033,6047.97,937.64,1285,1420.03,1774,1156,1913.94,2141.64,0,905,1393.88,2416,3549,1774,2047,914.01,19299.79,6012,268,662,91.8,3885,915,0,6102.37,2085,3807,1641,8831,1602,2321.07,1684,2839,0,1165,3792,1646.62,4657,3699,1411,712.2
Long term,Age 65 and over,Learning disability support,Residential,Income: client contributions,105,526,194,40.8,340,1526,211,31,115,22,96,215,87,163,73,107,264,102,33.14,153,407,256,72,344.62,160,54.46,319,48,61,34,163,65,9,99,69,15,133.43,21,95,58.3,328,-2,270.25,0,83,311.34,39,25,75.29,32,704,1326.94,54.16,316.9,33,255.18,60,190,225,141,128,210,45.51,61,353,243,584,0,422,615,7,219.36,302,1043,1156.69,576,830.41,8,234,286,32,158.82,60,0,124,68.96,1064,144.69,230,294,88.45,177,0,89.09,194.18,49,46,19,169,143.03,92.37,98.8,10.4,368,42,0,23.8,201.74,204,189,169,470.24,59.46,232,165.36,238,128,350.55,402.61,0,60,146.98,187,201,237,0,93.45,2280.26,682,19,53,0,254,155,0,2681,270,292,208,1307,88,438.21,124,159,0,123,521,301.98,491,602,419,194.11
Long term,Age 65 and over,Learning disability support,Residential,Income: joint arrangements,0,49,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.42,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,175.21,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.03,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Residential,Income: Income from NHS,90.43,0,206,32.5,0,1331,82,32,0,0,0,0,11,75,225,0,166,141,114.24,284,56,19,250,189.81,0,28.41,83,33,20,38,0,0,0,0,5,0,29.79,9,0,0,0,0,0,0,6,13.49,0,0,0,169.78,20,1383.26,0,46.56,0,0,0,0,285,81,13,7,101.18,0,0,268,242,0,423,670,0,192.14,134,3,472.78,0,235.57,0,0,0,0,52.85,0,0,0,75.45,0,0,126,0,0,0,0,0,0,0,0,0,0,122.27,0,0,0,0,285,0,0,7.25,0,0,0,0,408.18,53,28.17,155,0,230.59,1.2,0,0,941.01,0,0,0,0,27.89,94.76,0,0,6,5.85,69,0,0,1755,0,0,0,0,237,62.83,173,727,0,0,0,0,0,0,65,0
Long term,Age 65 and over,Learning disability support,Residential,Income: other income,0,243,0,0,0,9,18,0,0,0,0,0,0,4,27,0,1,0,0,0,0,0,17,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,100,250.91,0,0.48,0,0,0,0,0,5,0,16,0.01,18,18,128,72,0,1,0,0,0.52,0,52,207.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1.17,0,0,0,161.46,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,238.8,2,0,0,187,0,2.37,0,0,0,0,69,0,0,24.32,21.45,0,0,0,0,2,0,0,9,0,0,0,0,0,65.32,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Residential,Income: total,195.43,818,400,73.3,340,2866,311,63,177,22,96,215,98,242,325,107,431,243,147.38,437,463,275,339,534.42,160,99.3,427,81,81,72,164,65,9,99,98,15,163.22,30,95,58.3,328,-2,270.25,0,89,324.83,39,25,75.29,206.95,824,2961.11,54.16,363.94,33,255.18,60,190,510,227,141,233,146.7,79,1134,639,898,0,846,1285,7,412.02,436,1098,1840.54,576,1065.98,8,234,286,32,211.67,60,0,124,144.43,1064,144.69,363,294,89.62,177,0,89.09,530.85,231,47,19,169,265.3,92.37,98.8,10.4,368,341,0,23.8,208.99,204,189,169,470.24,706.44,287,193.52,393,315,581.13,406.18,0,60,1087.98,187,270,240,0,145.66,2397.5,1752,19,59,5.85,325,155,0,4445,270,292,208,1307,325,566.36,311,922,0,123,521,301.98,491,602,484,194.11
Long term,Age 65 and over,Learning disability support,Residential,Net total expenditure,568.49,3453,907,247.1,691,1709,432,437,517,218,498,1994.49,438,110,1027,239,3257,1226,351.45,1450,919,802,1183,979.97,593,316.8,572,349,120,391,901,303,435,216,237,83,319.85,90,458,707.8,689,87,672.56,112.33,88,1554.67,499,281,360.13,291.05,1156,5481.71,291.63,1295.35,932,345.29,834,1146,3547,1550,547,2541,2733.9,726,2795,2548,2418,892,1589,963.9,31,2525.63,1379,8435,3752.44,1822,1573.06,761,1544,-93.73,304,895.47,985.1,0,489,746.71,10249,741.43,28,2566,382.62,985,108,234.79,560.49,634.03,949.9,786,1108,1077.7,1071.04,2246.04,1429.23,2021,505,23,436.72,1634.78,1181,1253,864,5577.73,231.2,998,1226.5,1381,841,1332.81,1735.46,0,845,305.9,2229,3279,1534,2047,768.35,16902.3,4260,249,603,85.95,3560,760,0,1657.37,1815,3515,1433,7524,1277,1754.71,1373,1917,0,1042,3271,1344.65,4166,3097,927,518.09
Long term,Age 65 and over,Learning disability support,Residential,Gross total expenditure,673.49,3979,1101,287.9,1031,3235,643,468,632,240,594,2209.49,525,273,1100,346,3521,1328,384.59,1603,1326,1058,1255,1324.59,753,371.27,891,397,181,425,1064,368,444,315,306,98,453.28,111,553,766.1,1017,85,942.81,112.33,171,1866.02,538,306,435.42,323.05,1860,6808.65,345.79,1612.25,965,600.47,894,1336,3772,1691,675,2751,2779.41,787,3148,2791,3002,892,2011,1578.9,38,2744.99,1681,9478,4909.13,2398,2403.47,769,1778,192.27,336,1054.28,1045.1,0,613,815.68,11313,886.12,258,2860,471.07,1162,108,323.88,754.66,683.03,995.9,805,1277,1220.73,1163.41,2344.84,1439.63,2389,547,23,460.52,1836.52,1385,1442,1033,6047.97,290.66,1230,1391.86,1619,969,1683.36,2138.07,0,905,452.87,2416,3480,1771,2047,861.8,19182.55,4942,268,656,85.95,3814,915,0,4338.37,2085,3807,1641,8831,1365,2192.91,1497,2076,0,1165,3792,1646.62,4657,3699,1346,712.2
Long term,Age 65 and over,Learning disability support,Residential,Capital charges: own provision,26.3,16,0,0,0,19,5,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,13,22.35,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,-41,0,0,3,2.11,0,0,0,0,0,2,0,0,2.73,15,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,0,65.49,0,0,4,0,0,0,0,386,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Residential,Capital charges: provision by others,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,29,0,0,0,0,0,0,-14,0,0,1,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,22.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Long term,Age 65 and over,Learning disability support,Residential,Net current expenditure,542.19,3437,907,247.1,691,1690,427,443,517,218,498,1994.49,438,110,997,239,3257,1226,350.14,1450,914,802,1170,957.62,593,316.8,510,349,120,391,901,303,435,216,237,83,319.85,90,458,707.8,689,87,665.73,112.33,88,1554.67,499,281,360.13,242.05,1156,5481.71,291.63,1295.35,932,345.29,834,1146,3588,1550,547,2519,2731.79,726,2795,2519,2418,892,1587,963.9,31,2522.9,1378,8435,3752.44,1821,1573.06,761,1544,-93.73,304,891.75,985.1,0,489,746.17,10249,741.43,28,2566,382.62,981,108,234.79,538.13,634.03,949.9,786,1108,1077.7,1071.04,2246.04,1429.23,2021,505,23,436.72,1634.78,1181,1253,864,5577.73,231.2,998,1226.5,1370,841,1332.81,1724.46,0,845,305.9,2229,3276,1534,2047,768.35,16836.8,4260,249,599,85.95,3560,760,0,1271.37,1815,3498,1433,7524,1277,1754.71,1373,1594,0,1042,3271,1344.65,4166,3085,927,518.09
Long term,Age 65 and over,Learning disability support,Residential,Gross current expenditure,647.19,3963,1101,287.9,1031,3216,638,474,632,240,594,2209.49,525,273,1070,346,3521,1328,383.28,1603,1321,1058,1242,1302.24,753,371.27,829,397,181,425,1064,368,444,315,306,98,453.28,111,553,766.1,1017,85,935.98,112.33,171,1866.02,538,306,435.42,274.05,1860,6808.65,345.79,1612.25,965,600.47,894,1336,3813,1691,675,2729,2777.3,787,3148,2762,3002,892,2009,1578.9,38,2742.26,1680,9478,4909.13,2397,2403.47,769,1778,192.27,336,1050.56,1045.1,0,613,815.14,11313,886.12,258,2860,471.07,1158,108,323.88,732.3,683.03,995.9,805,1277,1220.73,1163.41,2344.84,1439.63,2389,547,23,460.52,1836.52,1385,1442,1033,6047.97,290.66,1230,1391.86,1608,969,1683.36,2127.07,0,905,452.87,2416,3477,1771,2047,861.8,19117.06,4942,268,652,85.95,3814,915,0,3952.37,2085,3790,1641,8831,1365,2192.91,1497,1753,0,1165,3792,1646.62,4657,3687,1346,712.2
Long term,Age 65 and over,Learning disability support,Residential,Gross SSMSS,763.92,76,0,0,10,4,48,0,22,1,0,75.88,4,0,202,0,0,14,498.83,0,0,37,55,1747.71,0,0,33,430,0,0,1065,0,7,0,4,0,0,0,553,0,0,0,942.81,0,2,0,0,0,0,498,0,0,0,69.14,0,0,0,0,0,0,0,105,1.09,0,0,0,0,0,0,0,0,0,1815,0,0,2357,0,0,0,192.27,0,0,38.1,0,0,0,463,43.39,0,2860,0,0,0,0,0,0,0,33,0,0,35.1,0,1439.63,0,846,0,0,1843.77,0,0,0,0,0,0,0,14,0,0,123.37,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,915,0,430,11,0,0,0,3,0,0,2839,0,0,149.35,8.43,0,15,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross total cost: own provision,0,83,0,0,0,183,0,0,0,0,0,665.26,0,0,0,0,0,0,0,189,1710,0,0,0,0,0,0,0,34,0,1945,0,0,0,378,0,17.97,1659,499,0,0,0,0,0,47,144.66,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0.88,0,197,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,62.27,0,0,0,0,0,56,0,0,0,0,0,86.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6,0.07,0,0,49.27,0,563,0,0,0,0,0,0,0,0,0,0,0,17,226,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross total cost: provision by others,2.02,0,0,0,0,154,0,502,0,0,2,2370.31,8,0,0,0,0,0,0,11,61,190,0,0,0,0,125,0,115,0,1587,0,149,0,233,0,882.8,1480,892,0,2389,0,55.18,0,13,611.98,0,0,75.94,0,0,0,27.53,0,0,0,229,8,0,28,57,43,102.13,18,138,0,1003,8,38,0,0,93.01,94,45,126.75,0,36.75,0,0,0,0,0,0,0,0,460.97,0,45.48,0,0,0,0,0,517.46,0,0,0,18,0,0,1574.51,0,1385.43,240,353,0,0,0,0,67,98,14.98,0,29,276.75,282,7,178.35,23.76,0,16,1.12,0,0,133,0,0,0,0,62,0,61.42,41,0,0,2157,196,0,0,259,39,201.1,0,201,0,0,698,127.96,0,0,74,77.11
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross total cost: grants to voluntary org,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross total cost: total expenditure,2.02,83,0,0,0,373,0,502,0,0,2,3035.57,8,0,0,0,0,0,0,200,1771,190,0,0,0,0,125,0,149,0,3532,0,149,0,611,0,900.78,3139,1391,0,2389,0,55.18,0,60,756.65,0,0,75.94,0,0,0,27.53,0,0,0,241,8,0,28,57,44,103.01,18,335,0,1003,8,38,0,0,93.01,94,45,126.75,0,36.79,0,0,0,0,0,62.27,0,0,460.97,0,45.48,56,0,0,0,0,517.46,86.24,0,0,18,0,0,1574.51,0,1385.43,240,353,0,0,0,0,67,98,14.98,0,29,276.75,282,7,259.95,23.83,0,16,50.39,0,563,133,0,0,0,0,62,0,61.42,41,0,0,2174,422,0,0,769,39,201.1,0,201,0,0,698,127.96,0,0,74,77.11
Long term,Age 65 and over,Learning disability support,Supported accommodation,Income: client contributions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,2,0,0,0,0,0,0,11,0,313,0,0,0,0,0,0,475,78,0,0,0,0,0,2,23.98,0,0,0,0,0,0,9.29,0,0,0,0,0,0,4,46,10,0,0,7,0,0,0,16,0,0,0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,30.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68,21,0,0,0,0,0,4,43,2.03,0,5,7.18,0,0,0,2.08,0,0,0,0,16,0,0,0,0,0,0,0,20.23,0,0,0,58,87,0,0,0,0,0,0,69,0,0,0,18.85,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Income: Income from NHS,0.24,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,54,0,0,0,385,0,0,220,0,0,0,0,0,0,0,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,73,0,0,0,0,0,12,0,0,0,2.7,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Income: other income,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,157,0,0,0,0,0,0,0,8,0,0,0,0,0,27,0,0,7,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.55,0,12,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,12,0,0,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Income: total,0.24,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,32,172,8,3,0,0,0,1,0,19,0,367,0,0,0,412,0,0,702,96,0,0,0,0,0,21,38.81,0,0,0,0,0,0,9.29,0,0,0,0,0,0,4,46,10,27.77,0,30,0,73,0,16,0,0,0,12,0,15.56,0,2.7,0,0,0,0,0,12,0,0,31.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,0,24.68,21,0,0,0,0,0,4,43,2.03,0,6,7.18,0,0,0,3.24,0,0,0,0,33,0,0,0,0,0,0,0,20.23,0,0,0,223,87,0,0,24,0,0,0,106,0,0,0,18.85,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Net total expenditure,1.78,83,0,0,0,279,0,502,0,0,2,3035.57,8,0,0,0,0,0,0,168,1599,182,-3,0,0,0,124,0,130,0,3165,0,149,0,199,0,900.78,2437,1295,0,2389,0,55.18,0,39,717.84,0,0,75.94,0,0,0,18.24,0,0,0,241,8,0,24,11,34,75.24,18,305,0,930,8,22,0,0,93.01,82,45,111.19,0,34.09,0,0,0,0,0,50.27,0,0,429.44,0,45.48,56,0,0,0,0,517.46,86.24,0,0,18,0,0,1568.39,0,1360.75,219,353,0,0,0,0,63,55,12.95,0,23,269.56,282,7,259.95,20.59,0,16,50.39,0,530,133,0,0,0,0,62,0,41.19,41,0,0,1951,335,0,0,745,39,201.1,0,95,0,0,698,109.11,0,0,74,77.11
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross total expenditure,1.78,83,0,0,0,279,0,502,0,0,2,3035.57,8,0,0,0,0,0,0,195,1614,184,-3,0,0,0,124,0,141,0,3478,0,149,0,199,0,900.78,2912,1373,0,2389,0,55.18,0,41,741.82,0,0,75.94,0,0,0,27.53,0,0,0,241,8,0,28,57,44,75.24,18,312,0,930,8,38,0,0,93.01,82,45,125.18,0,34.09,0,0,0,0,0,50.27,0,0,459.8,0,45.48,56,0,0,0,0,517.46,86.24,0,0,18,0,0,1568.39,0,1385.43,240,353,0,0,0,0,67,98,14.98,0,28,276.75,282,7,259.95,22.67,0,16,50.39,0,546,133,0,0,0,0,62,0,61.42,41,0,0,2009,422,0,0,745,39,201.1,0,164,0,0,698,127.96,0,0,74,77.11
Long term,Age 65 and over,Learning disability support,Supported accommodation,Capital charges: own provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Supported accommodation,Net current expenditure,1.78,83,0,0,0,279,0,502,0,0,2,3035.57,8,0,0,0,0,0,0,159,1599,182,-3,0,0,0,124,0,130,0,3165,0,149,0,199,0,900.78,2436,1295,0,2389,0,55.18,0,39,717.84,0,0,75.94,0,0,0,18.24,0,0,0,241,8,0,24,11,34,75.24,18,305,0,930,8,22,0,0,93.01,82,45,111.19,0,34.09,0,0,0,0,0,50.27,0,0,429.44,0,45.48,56,0,0,0,0,517.46,86.24,0,0,18,0,0,1568.39,0,1360.75,219,353,0,0,0,0,63,55,12.95,0,23,269.56,281,7,259.95,20.59,0,16,50.39,0,530,133,0,0,0,0,62,0,41.19,41,0,0,1951,333,0,0,745,39,201.1,0,95,0,0,698,109.11,0,0,74,77.11
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross current expenditure,1.78,83,0,0,0,279,0,502,0,0,2,3035.57,8,0,0,0,0,0,0,186,1614,184,-3,0,0,0,124,0,141,0,3478,0,149,0,199,0,900.78,2911,1373,0,2389,0,55.18,0,41,741.82,0,0,75.94,0,0,0,27.53,0,0,0,241,8,0,28,57,44,75.24,18,312,0,930,8,38,0,0,93.01,82,45,125.18,0,34.09,0,0,0,0,0,50.27,0,0,459.8,0,45.48,56,0,0,0,0,517.46,86.24,0,0,18,0,0,1568.39,0,1385.43,240,353,0,0,0,0,67,98,14.98,0,28,276.75,281,7,259.95,22.67,0,16,50.39,0,546,133,0,0,0,0,62,0,61.42,41,0,0,2009,420,0,0,745,39,201.1,0,164,0,0,698,127.96,0,0,74,77.11
Long term,Age 65 and over,Learning disability support,Supported accommodation,Gross SSMSS,2.02,5,0,0,0,3,0,0,0,0,0,104.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3532,0,0,0,88,0,0,0,1391,0,0,0,55.18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.15,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,1,0,0,48.28,0,1385.43,0,353,0,0,0,0,0,0,0,0,0,0,6,0,0,1.22,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,151,12,0,0,0,3,0,0,201,0,0,27.49,0.66,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross total cost: own provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.09,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,44,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross total cost: provision by others,69.42,25,13,168.3,36.61,442,22,52,41,40,14,81.62,52,121,190,0,394,121,337.97,365,45,49,354,10.6,53,34.04,462,32,102,256,142,8,16,25,16,0,203.56,63,46,133.23,20,79,71.04,48.56,0,67.64,41,0,72.52,87,52,129.68,156.34,5.89,52,0,0,37,846,251,9,54,4.45,24,1019,2369,101,411,192,242.8,0,264.82,12,71,-75.78,1034,206.56,5,87,35,2,12.34,0,0,0,181.8,3588,57.98,22,34,64.92,0,0,0,32.75,93.33,181.64,15,66,23.04,0,0,3.65,6,57,0,18.2,20.49,0,11,16,0.81,15.3,55,0,24,52,14.81,0,0,2,38.78,135,0,156,0,270.84,271.14,34,171,45,5.26,58,13,0,73,3,172,114,491,288,79.34,358,510,0,25,63,9.15,180,241,175,19.75
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
