,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Long term,Age 85 and over,Support with Memory and Cognition,Community: Direct Payments,Gross total expenditure,:,181,:,63.8,:,:,:,:,:,:,:,:,98,:,:,:,:,:,:,:,360,0,:,9.14,:,:,:,:,:,:,:,:,:,:,152,:,:,:,:,:,:,:,:,:,:,:,26,:,:,:,:,:,:,:,:,:,:,:,:,:,9,:,:,:,:,:,239,:,34,:,:,279.5,:,:,:,:,:,:,151,:,:,:,:,:,:,:,:,:,35.52,227,0,67,:,:,:,:,:,:,:,:,15.37,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,68.14,:,:,112.99,:,:,0,:,:,536.86,:,:,:,:,:,:,:,:,:,:,39,:,:,157.41,:,:,:,:,:,7.05,110,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: Direct Payments,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: Direct Payments,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: Direct Payments,Net current expenditure,:,181,:,54.7,:,:,:,:,:,:,:,:,98,:,:,:,:,:,:,:,303,0,:,7.71,:,:,:,:,:,:,:,:,:,:,134,:,:,:,:,:,:,:,:,:,:,:,21,:,:,:,:,:,:,:,:,:,:,:,:,:,9,:,:,:,:,:,239,:,:,:,:,279.5,:,:,:,:,:,:,151,:,:,:,:,:,:,:,:,:,35.52,227,0,67,:,:,:,:,:,:,:,:,15.37,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,63.04,:,:,112.99,:,:,0,:,:,536.86,:,:,:,:,:,:,:,:,:,:,39,:,:,134.58,:,:,:,:,:,5.23,110,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: Direct Payments,Gross current expenditure,:,181,:,63.8,:,:,:,:,:,:,:,:,98,:,:,:,:,:,:,:,360,0,:,9.14,:,:,:,:,:,:,:,:,:,:,152,:,:,:,:,:,:,:,:,:,:,:,26,:,:,:,:,:,:,:,:,:,:,:,:,:,9,:,:,:,:,:,239,:,:,:,:,279.5,:,:,:,:,:,:,151,:,:,:,:,:,:,:,:,:,35.52,227,0,67,:,:,:,:,:,:,:,:,15.37,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,68.14,:,:,112.99,:,:,0,:,:,536.86,:,:,:,:,:,:,:,:,:,:,39,:,:,157.41,:,:,:,:,:,7.05,110,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: Direct Payments,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,0,0,:,10.78,:,:,:,:,:,:,:,:,:,:,2,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,227,0,0,:,:,:,:,:,:,:,:,0.5,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,3.29,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0.04,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross total cost: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,227,0,:,65.95,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,12,:,273,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0.4,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross total cost: provision by others,:,585,:,470.1,:,:,:,:,:,:,:,:,109,:,:,:,:,:,:,:,885,0,:,172.56,:,:,:,:,:,:,:,:,:,:,316,:,:,:,:,:,:,:,:,:,:,:,85,:,:,:,:,:,:,:,:,:,:,:,:,:,0.36,:,:,:,71,:,556,:,120,:,:,365.74,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,207.68,242,0,95,:,:,:,:,:,:,:,:,66.31,0,:,:,:,17,:,:,:,:,:,:,:,:,:,:,:,:,49.25,:,:,255.8,:,:,0,:,:,1267.14,:,:,:,:,:,:,:,:,:,:,193,:,:,245.61,:,:,:,:,:,234.71,373,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,4,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross total cost: total expenditure,:,585,:,470.1,:,:,:,:,:,:,:,:,109,:,:,:,:,:,:,:,1112,0,:,238.51,:,:,:,:,:,:,:,:,:,:,316,:,:,:,:,:,:,:,:,:,:,:,85,:,:,:,:,:,:,:,:,:,:,:,:,:,0.36,:,:,:,:,:,829,:,120,:,:,365.74,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,207.68,246,0,95,:,:,:,:,:,:,:,:,66.7,0,:,:,:,17,:,:,:,:,:,:,:,:,:,:,:,:,49.25,:,:,255.8,:,:,0,:,:,1267.14,:,:,:,:,:,:,:,:,:,:,193,:,:,245.61,:,:,:,:,:,234.71,373,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Income: client contributions,:,0,:,59.9,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,47.05,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,17,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,51.33,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,10,:,:,:,:,:,:,:,:,:,:,:,:,8.08,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,57.43,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Income: joint arrangements,:,4,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Income: Income from NHS,:,0,:,47.7,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,1276,0,:,23.18,:,:,:,:,:,:,:,:,:,:,70,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,2,:,61,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0.88,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,2.44,:,:,:,:,:,:,:,:,:,:,4,:,:,2.53,:,:,:,:,:,0,21,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Income: other income,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,0,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,2.9,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Income: total,:,4,:,107.6,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,1276,0,:,70.23,:,:,:,:,:,:,:,:,:,:,70,:,:,:,:,:,:,:,:,:,:,:,17,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,61,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,51.33,0,0,0,:,:,:,:,:,:,:,:,0.88,0,:,:,:,10,:,:,:,:,:,:,:,:,:,:,:,:,8.08,:,:,0,:,:,0,:,:,2.44,:,:,:,:,:,:,:,:,:,:,4,:,:,5.42,:,:,:,:,:,57.43,21,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Net total expenditure,:,581,:,362.5,:,:,:,:,:,:,:,:,109,:,:,:,:,:,:,:,-164,0,:,168.28,:,:,:,:,:,:,:,:,:,:,246,:,:,:,:,:,:,:,:,:,:,:,68,:,:,:,:,:,:,:,:,:,:,:,:,:,0.36,:,:,:,:,:,768,:,120,:,:,365.74,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,156.35,246,0,95,:,:,:,:,:,:,:,:,65.83,0,:,:,:,7,:,:,:,:,:,:,:,:,:,:,:,:,41.17,:,:,255.8,:,:,0,:,:,1264.7,:,:,:,:,:,:,:,:,:,:,189,:,:,240.19,:,:,:,:,:,177.28,352,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross total expenditure,:,581,:,422.4,:,:,:,:,:,:,:,:,109,:,:,:,:,:,:,:,-164,0,:,215.34,:,:,:,:,:,:,:,:,:,:,246,:,:,:,:,:,:,:,:,:,:,:,85,:,:,:,:,:,:,:,:,:,:,:,:,:,0.36,:,:,:,:,:,768,:,120,:,:,365.74,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,207.68,246,0,95,:,:,:,:,:,:,:,:,65.83,0,:,:,:,17,:,:,:,:,:,:,:,:,:,:,:,:,49.25,:,:,255.8,:,:,0,:,:,1264.7,:,:,:,:,:,:,:,:,:,:,189,:,:,240.19,:,:,:,:,:,234.71,352,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Net current expenditure,:,581,:,362.5,:,:,:,:,:,:,:,:,109,:,:,:,:,:,:,:,-164,0,:,168.28,:,:,:,:,:,:,:,:,:,:,246,:,:,:,:,:,:,:,:,:,:,:,68,:,:,:,:,:,:,:,:,:,:,:,:,:,0.36,:,:,:,:,:,768,:,:,:,:,365.74,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,156.35,246,0,95,:,:,:,:,:,:,:,:,65.83,0,:,:,:,7,:,:,:,:,:,:,:,:,:,:,:,:,41.17,:,:,255.8,:,:,0,:,:,1264.7,:,:,:,:,:,:,:,:,:,:,189,:,:,240.19,:,:,:,:,:,177.28,352,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross current expenditure,:,581,:,422.4,:,:,:,:,:,:,:,:,109,:,:,:,:,:,:,:,-164,0,:,215.34,:,:,:,:,:,:,:,:,:,:,246,:,:,:,:,:,:,:,:,:,:,:,85,:,:,:,:,:,:,:,:,:,:,:,:,:,0.36,:,:,:,:,:,768,:,:,:,:,365.74,:,:,:,:,:,:,100,:,:,:,:,:,:,:,:,:,207.68,246,0,95,:,:,:,:,:,:,:,:,65.83,0,:,:,:,17,:,:,:,:,:,:,:,:,:,:,:,:,49.25,:,:,255.8,:,:,0,:,:,1264.7,:,:,:,:,:,:,:,:,:,:,189,:,:,240.19,:,:,:,:,:,234.71,352,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: home care,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,0,0,:,237.51,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,246,0,0,:,:,:,:,:,:,:,:,2.06,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,2.38,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,1.2,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross total cost: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,60.22,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross total cost: provision by others,:,0,:,179.2,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,22,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,131.97,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,146,0,0,:,:,:,:,:,:,:,:,23.33,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,-29.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross total cost: total expenditure,:,0,:,179.2,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,22,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,131.97,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,146,0,0,:,:,:,:,:,:,:,:,83.55,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,-29.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Income: client contributions,:,0,:,22.8,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,59,0,0,:,:,:,:,:,:,:,:,2.91,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Income: joint arrangements,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Income: Income from NHS,:,0,:,18.2,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,18,0,0,:,:,:,:,:,:,:,:,0.07,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Income: other income,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0.07,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Income: total,:,0,:,41,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,77,0,0,:,:,:,:,:,:,:,:,3.05,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Net total expenditure,:,0,:,138.2,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,131.97,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,69,0,0,:,:,:,:,:,:,:,:,80.5,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,-29.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross total expenditure,:,0,:,161,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,0,:,:,131.97,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,128,0,0,:,:,:,:,:,:,:,:,83.41,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,-29.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Net current expenditure,:,0,:,138.2,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,131.97,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,69,0,0,:,:,:,:,:,:,:,:,80.5,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,-29.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross current expenditure,:,0,:,161,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,131.97,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,128,0,0,:,:,:,:,:,:,:,:,83.41,0,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,-29.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
Long term,Age 85 and over,Support with Memory and Cognition,Community: supported living,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,146,0,0,:,:,:,:,:,:,:,:,0,0,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,0,:,:,:
